Date,Adj Close Price,Returns,Bin Label,News,PressReleases
2022-04-19,190.3269500732422,0.023421265160533666,U3,"[{""date"": ""20220419165602"", ""headline"": ""Here is What to Know Beyond Why Salesforce Inc. (CRM) is a Trending Stock"", ""summary"": ""Salesforce.com (CRM) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock."", ""source"": ""Yahoo""}, {""date"": ""20220419184500"", ""headline"": ""Salesforce Inc. stock outperforms competitors on strong trading day"", ""summary"": ""Shares of Salesforce Inc. rallied 2.34% to $191.39 Tuesday, on what proved to be an all-around great trading session for the stock market, with the S&P 500..."", ""source"": ""MarketWatch""}, {""date"": ""20220419190021"", ""headline"": ""Netflix estimates 100 million households are sharing passwords and suggests a global crackdown is coming"", ""summary"": ""Netflix has been willing to turn a blind eye toward password sharing when it was growing subscribers, but losing customers can change behavior quickly."", ""source"": ""CNBC""}, {""date"": ""20220419224627"", ""headline"": ""Elon Musk trying to buy Twitter is exciting: Okta co-founder"", ""summary"": ""Okta co-founder Frederic Kerrest weighs in on the battle for Twitter and his new book."", ""source"": ""Yahoo""}, {""date"": ""20220420071000"", ""headline"": ""Matterport Is a Pioneer, But Isn't a Buy Yet"", ""summary"": ""It\u2019s hard for MTTR stock to grow in this macro environment of inflation, political instability, rising interest rates and volatility."", ""source"": ""InvestorPlace""}, {""date"": ""20220420073402"", ""headline"": ""FTEC: Technology Dashboard For April"", ""summary"": ""This monthly article series shows a dashboard with aggregate industry metrics in technology and communication services. Check out the fast facts on FTEC ETF."", ""source"": ""SeekingAlpha""}]","[{""date"": ""2022-04-19 09:15:00"", ""headline"": ""Rimini Street to Report First Quarter 2022 Financial Results on May 4, 2022"", ""description"": ""Rimini Street, Inc., a global provider of enterprise software products and services, the leading third-party support provider for Oracle and SAP software products and a Salesforce partner, today announced it will report earnings after the market close on May 4, 2022. Rimini Street, Inc., a Russell 2000 \u00ae Company, is a global provider of enterprise software...""}]"
2022-04-20,185.1956024169922,-0.026960699229800822,D3,"[{""date"": ""20220420170000"", ""headline"": ""CodePath Partners with Salesforce to Launch Futureforce Tech Launchpad to Increase Equity in Tech"", ""summary"": ""The Futureforce Tech Launchpad program offers underrepresented CS students early access to Salesforce internships.70-80% of entry-level hires at major tech companies come from internship programs usually offered to rising seniors."", ""source"": ""Yahoo""}, {""date"": ""20220420170721"", ""headline"": ""Elon Musk Is Twitter's \""White Knight\"""", ""summary"": ""Elon Musk has launched a bid to takeover Twitter. There are a lot of doubters but it doesn't matter, Twitter will be bought soon. See more on TWTR stock here."", ""source"": ""SeekingAlpha""}, {""date"": ""20220420184500"", ""headline"": ""Salesforce Inc. stock falls Wednesday, underperforms market"", ""summary"": ""Shares of Salesforce Inc. shed 2.70% to $186.23 Wednesday, on what proved to be an all-around mixed trading session for the stock market, with the Dow Jones..."", ""source"": ""MarketWatch""}, {""date"": ""20220421054800"", ""headline"": ""Stocks Fall as Focus Swings Back Toward Inflation"", ""summary"": """", ""source"": ""TalkMarkets""}]","[{""date"": ""2022-04-20 11:00:00"", ""headline"": ""CodePath Partners with Salesforce to Launch Futureforce Tech Launchpad to Increase Equity in Tech"", ""description"": ""--CodePath, a national nonprofit working to diversify the nation's tech industry in the next 10 years, today announced that it has partnered with Salesforce, the global leader in customer relationship management, to host a 10- week, paid pre-internship program to prepare rising college juniors for careers in tech. The Futureforce Tech Launchpad program offers...""}]"
2022-04-21,176.24559020996094,-0.04832734735719657,D5,"[{""date"": ""20220421162900"", ""headline"": ""Dow drops 150 points on losses for shares of Salesforce Inc., Chevron"", ""summary"": ""Behind declines for shares of Salesforce Inc. and Chevron, the Dow Jones Industrial Average is falling Thursday afternoon. The Dow was most recently trading..."", ""source"": ""MarketWatch""}, {""date"": ""20220421173000"", ""headline"": ""Dow's nearly 275-point fall led by losses in shares of Chevron, Salesforce Inc."", ""summary"": ""Shares of Chevron and Salesforce Inc. are posting losses Thursday afternoon, dragging the Dow Jones Industrial Average into negative territory. The Dow was..."", ""source"": ""MarketWatch""}, {""date"": ""20220421184500"", ""headline"": ""Salesforce Inc. stock underperforms Thursday when compared to competitors"", ""summary"": ""Shares of Salesforce Inc. slid 4.83% to $177.23 Thursday, on what proved to be an all-around dismal trading session for the stock market, with the S&P 500..."", ""source"": ""MarketWatch""}, {""date"": ""20220422013302"", ""headline"": ""We must \u2018accelerate\u2019 on climate, equality: Salesforce Chief Impact Officer"", ""summary"": ""Salesforce released its 2022 Stakeholder Impact Report on Wednesday, and, for Chief Impact Officer Suzanne DiBianca, the need to hasten the company\u2019s (and society\u2019s) climate change responses is top-of-mind."", ""source"": ""Yahoo""}]","[{""date"": ""2022-04-21 07:00:00"", ""headline"": ""LUCIRA HEALTH AND USA BOXING ANNOUNCE EXCLUSIVE PARTNERSHIP FOR THE 2022 SEASON"", ""description"": ""--Lucira Health, Inc., a medical technology company focusing on the development and commercialization of transformative and innovative infectious disease tests, announces its first-ever partnership with USA Boxing as the official COVID-19 test provider for the 2022 season. Lucira will provide its Check-It COVID-19 test kits to USA Boxing athletes,...""}]"
2022-04-22,170.47781372070312,-0.03272579179079982,D4,"[{""date"": ""20220422184500"", ""headline"": ""Salesforce Inc. stock underperforms Friday when compared to competitors"", ""summary"": ""Shares of Salesforce Inc. shed 3.27% to $171.43 Friday, on what proved to be an all-around rough trading session for the stock market, with the S&P 500 Index..."", ""source"": ""MarketWatch""}, {""date"": ""20220422194105"", ""headline"": ""Top Stock Reports for Home Depot, Verizon & Anthem"", ""summary"": ""Today's Research Daily features new research reports on 16 major stocks, including The Home Depot, Inc. (HD), Verizon Communications Inc. (VZ), and Anthem, Inc. (ANTM)."", ""source"": ""Yahoo""}, {""date"": ""20220422223000"", ""headline"": ""Salesforce Grants Equity Awards to Atonit Employees Under Its Inducement Equity Incentive Plan"", ""summary"": ""Salesforce (NYSE: CRM), the global leader in CRM, today announced it has granted equity awards under its 2014 Inducement Equity Incentive Plan (the \""Plan\"") to new employees who joined Salesforce in connection with the acquisition of Atonit Tecnologia da Informa\u00e7\u00e3o Ltda (\""Atonit\"").. The Plan was adopted by the Salesforce Board of Directors in July 2014, in accordance with New York Stock Exchange Rule 303A.08."", ""source"": ""Yahoo""}, {""date"": ""20220423100001"", ""headline"": ""Netflix is finally going after password sharing. Here's how it's likely to work"", ""summary"": ""Netflix doesn't plan to shut down password sharers overnight. Rather, it intends to bill shared accounts an extra fee in a global rollout that may take a year."", ""source"": ""CNBC""}]","[{""date"": ""2022-04-22 16:30:00"", ""headline"": ""Salesforce Grants Equity Awards to Atonit Employees Under Its Inducement Equity Incentive Plan"", ""description"": ""SAN FRANCISCO, April 22, 2022/ PRNewswire/-- Salesforce, the global leader in CRM, today announced it has granted equity awards under its 2014 Inducement Equity Incentive Plan to new employees who joined Salesforce in connection with the acquisition of Atonit Tecnologia da Informa\u00e7\u00e3o Ltda.. Atonit, a Brazilian e-Commerce technology company, is built on the...""}]"
2022-04-25,173.60037231445312,0.018316510081867632,U2,"[{""date"": ""20220425181818"", ""headline"": ""Elon Musk's bid for Twitter is 'the beginning of a wave,' expert says"", ""summary"": ""Here comes the activist billionaires that want to be like Elon Musk, opines one expert."", ""source"": ""Yahoo""}, {""date"": ""20220425234509"", ""headline"": ""Salesforce.com (CRM) Outpaces Stock Market Gains: What You Should Know"", ""summary"": ""Salesforce.com (CRM) closed at $174.57 in the latest trading session, marking a +1.83% move from the prior day."", ""source"": ""Yahoo""}]",[]
2022-04-26,169.1352996826172,-0.0257204093073492,D3,"[{""date"": ""20220426191500"", ""headline"": ""Why Salesforce Stock Is Falling Today"", ""summary"": ""Shares of Salesforce (NYSE: CRM), the cloud-based customer relationship-management company, were sliding this morning as investors grow increasingly pessimistic about high-growth technology stocks.  While there wasn't any company-specific news that caused Salesforce's stock to fall today, some technology investors are exiting their positions in the sector as fears of rising inflation, the war in Ukraine, and economic uncertainty fuel a sell-off.  As a result, the tech-heavy Nasdaq Composite was down by 2.9% by mid-afternoon."", ""source"": ""Yahoo""}, {""date"": ""20220427044300"", ""headline"": ""Market Briefing For Wednesday, April 27"", ""summary"": """", ""source"": ""TalkMarkets""}]","[{""date"": ""2022-04-26 07:30:00"", ""headline"": ""Nextech AR to Present at ESCP International Event With Google, IBM, Netflix, Salesforce"", ""description"": ""Nextech AR Solutions Corp., a Metaverse Company and leading provider of augmented reality experience technologies and services today announced that Evan Gappelberg, CEO will present live at the prestigious European ESCP Business School International Event- From Challenges to Opportunities In An Interconnected World- on Wednesday, April 27 th.""}, {""date"": ""2022-04-26 09:00:00"", ""headline"": ""Robots & Pencils Announces New Investment to Further Develop Slack\u2019s Ecosystem"", ""description"": ""The investment comes as Slack, which was acquired by Salesforce in 2021, continues to bolster connections and partnerships with pioneering technology startups that help organizations maximize the combined Slack and Salesforce platform. Over the last year, the company has grown its Salesforce and Slack consulting business by 70%, while key executive...""}, {""date"": ""2022-04-26 09:05:00"", ""headline"": ""Varonis Announces Trailblazing Features for Securing Sensitive Data in Salesforce"", ""description"": ""--Varonis Systems, Inc., a pioneer in data security and analytics, today announced groundbreaking new features to help companies close critical security and compliance gaps in Salesforce.. This new release of Varonis for Salesforce represents a breakthrough in SaaS data protection, with capabilities to address a broad range of security and compliance use...""}]"
2022-04-27,173.7097625732422,0.027046174862426664,U3,"[{""date"": ""20220427231200"", ""headline"": ""Why Salesforce Stock Rallied Nearly 3% Higher Today"", ""summary"": ""A day after a brutal sell-off for stocks, shares of cloud software-pioneer Salesforce (NYSE: CRM) were up 2.7% as of market close.  At one point, shares were over 4% higher, compared to flat performance for the Nasdaq Composite overall and only a 0.2% gain for the S&P 500.  There was no specific news from Salesforce that caused today's jump in price."", ""source"": ""Yahoo""}, {""date"": ""20220427233843"", ""headline"": ""Stocks: We're 'nearing peak bear sentiment' on Big Tech, analyst says"", ""summary"": ""The selling pressure in tech stocks amid slowing growth and rising interest rates is so brutal that an end has to be in sight, according to one tech analyst."", ""source"": ""Yahoo""}, {""date"": ""20220428054500"", ""headline"": ""Major Indexes Log Best Day Since Early March"", ""summary"": """", ""source"": ""TalkMarkets""}, {""date"": ""20220428060500"", ""headline"": ""The No. 1 Metaverse Crypto to Buy Now"", ""summary"": ""Virtual reality is becoming part of our everyday lives, and one metaverse crypto is ready to take advantage of the nascent trend."", ""source"": ""InvestorPlace""}, {""date"": ""20220428083305"", ""headline"": ""Comcast set to report earnings before the bell"", ""summary"": ""All eyes will be on Comcast's broadband division, which is expected to add 229,000 new high-speed internet customers during the first quarter. "", ""source"": ""CNBC""}]","[{""date"": ""2022-04-27 08:00:00"", ""headline"": ""Salesforce Expands Flow Automation Suite, Now Delivers More Than 1 Trillion Monthly Automations and $2 Trillion in Customer Business Value"", ""description"": ""--Today at TrailblazerDX, Salesforce, the global leader in CRM, announced new innovations in Salesforce Flow, the complete suite of automation technologies, to help customers quickly automate any complex business process on the Salesforce Customer 360 Platform. Built on Salesforce's low-code platform, Flow delivers business value fast by empowering people,...""}, {""date"": ""2022-04-27 08:00:00"", ""headline"": ""Tableau announces new capabilities to empower developers with analytics for anyone, anywhere, with any data"", ""description"": ""--Today at Salesforce TrailblazerDX' 22, Tableau announced new capabilities that empower developers to embed, extend and customize analytics on any project. \""We're letting our data developer community unleash its creativity with a flexible platform to help even more people see and understand data,\"" said Francois Ajenstat, Chief Product Officer for Tableau at...""}, {""date"": ""2022-04-27 08:00:00"", ""headline"": ""New MuleSoft Anypoint Code Builder Helps Developers Innovate Faster and Increase Productivity with Web-Based Integrated Development Environment"", ""description"": ""--Today at Salesforce TrailblazerDX' 22, MuleSoft announced Anypoint Code Builder, a new integrated development environment that empowers developers to create APIs and integrations with a modern user experience built on Visual Studio Code, the popular code editor. \""The future of work requires every organization to empower their employees with the tools they...""}, {""date"": ""2022-04-27 09:00:00"", ""headline"": ""Rimini Street UK Recognised in UK\u2019s Best Workplaces\u2122 and Ranked among the UK\u2019s Best Workplaces\u2122 for Wellbeing by Great Place to Work\u00ae"", ""description"": ""Rimini Street, Inc., a global provider of enterprise software products and services, the leading third-party support provider for Oracle and SAP software products, and a Salesforce partner, today announced the Company has been recognized as one of the 290 UK\u2019 s Best Workplaces\u2122 and ranked among the UK\u2019 s Best Workplaces\u2122 for Wellbeing by Great Place to Work \u00ae, the...""}]"
2022-04-28,184.7083282470703,0.06331576021348106,U5+,"[{""date"": ""20220428161535"", ""headline"": ""Stocks today: Tesla lags, Meta jumps, Boeing declines, Pinterest pops"", ""summary"": ""Yahoo Finance's Ines Ferr\u00e9 breaks down trending tickers as earnings continue to roll in."", ""source"": ""Yahoo""}]",[]
2022-04-29,174.9627685546875,-0.05276188564354778,D5+,"[{""date"": ""20220429162427"", ""headline"": ""Is It Time to Buy the Dow Jones' 3 Worst-Performing April Stocks?"", ""summary"": ""A combination of disappointing earnings results, ongoing pressures from Russia's invasion of Ukraine, and a slew of macroeconomic concerns have prompted investors to become even more risk-averse.  With bearish momentum gripping the market, some big names have seen their stock prices slashed.  Read on for a countdown of the Dow Jones' three worst-performing stocks in April and a look into whether or not these companies are worth investing in right now."", ""source"": ""Yahoo""}, {""date"": ""20220429174900"", ""headline"": ""Salesforce extends 'Silenced No More Act' protections to all U.S. employees"", ""summary"": ""It's another victory for a coalition that this proxy season set out to urge tech companies to adopt transparency in their employment contracts and..."", ""source"": ""MarketWatch""}, {""date"": ""20220430093600"", ""headline"": ""An Incredible Stock Market Money-Making Opportunity Is Fast Approaching"", ""summary"": ""Divergence, an ultra-rare stock market phenomenon, can give you a real shot at turning $10,000 investments into multi-million-dollar paydays."", ""source"": ""InvestorPlace""}, {""date"": ""20220501110001"", ""headline"": ""New Comcast-Charter streaming joint venture suggests the next chapter of the streaming wars is coming"", ""summary"": ""Comcast and Charter's joint venture to challenge Roku, Amazon and other streaming platforms may signal cable's long-game strategy."", ""source"": ""CNBC""}]",[]
2022-05-02,176.58370971679688,0.009264491957343024,U1,"[{""date"": ""20220502184600"", ""headline"": ""Salesforce Inc. stock rises Monday, outperforms market"", ""summary"": ""Shares of Salesforce Inc. inched 0.93% higher to $177.57 Monday, on what proved to be an all-around positive trading session for the stock market, with the..."", ""source"": ""MarketWatch""}, {""date"": ""20220502193850"", ""headline"": ""3 Top Stock Trades for the Week of May 2, 2022"", ""summary"": ""Equities are on the ropes, making bear ideas the most compelling for this week\u2019s top stock trades. Goldman Sachs (GS): Financial stocks are flailing, and this investment bank just cracked critical support. Salesforce.com (CRM): High beta growth companies remain out of favor, and this SAAS stock is rolling over again. Silver Trust ETF (SLV): The oversold posture of silver after Monday\u2019s meltdown is beckoning to contrarians. The stock market is turning into a dumpster fire. And it\u2019s not making lif"", ""source"": ""Yahoo""}, {""date"": ""20220502234509"", ""headline"": ""Salesforce.com (CRM) Outpaces Stock Market Gains: What You Should Know"", ""summary"": ""In the latest trading session, Salesforce.com (CRM) closed at $177.57, marking a +0.93% move from the previous day."", ""source"": ""Yahoo""}]",[]
2022-05-03,177.36932373046875,0.004448960863557838,U1,"[{""date"": ""20220503184500"", ""headline"": ""Salesforce Inc. stock rises Tuesday, still underperforms market"", ""summary"": ""Shares of Salesforce Inc. inched 0.44% higher to $178.36 Tuesday, on what proved to be an all-around positive trading session for the stock market, with the..."", ""source"": ""MarketWatch""}, {""date"": ""20220503190100"", ""headline"": ""Tesla will cover abortion travel costs for workers, joining Amazon, Citi, Yelp"", ""summary"": ""But Marco Rubio has proposed a bill that would bar employers from tax breaks for covering such costs"", ""source"": ""MarketWatch""}, {""date"": ""20220503200557"", ""headline"": ""Man climbs to top of Salesforce Tower. Here's the video."", ""summary"": ""A man who proclaims to be \u201cpro-life Spiderman\u201d climbed the exterior of Salesforce Tower, the tallest building in San Francisco, on Tuesday and was arrested at the top.  Boston real estate investment trust Boston Properties Inc. (NYSE: BXP) owns the 1.41 million-square-foot building, which opened in 2018, and houses offices for Salesforce Inc., WeWork, Bain & Co. and Covington & Burling."", ""source"": ""Yahoo""}, {""date"": ""20220503205131"", ""headline"": ""These US companies are expanding abortion benefits"", ""summary"": ""US companies had already begun adding abortion-related travel and health benefits to their workplace policies before a leak Supreme Court opinion revealed that the US would soon overturn Roe v. Wade."", ""source"": ""Yahoo""}, {""date"": ""20220503213151"", ""headline"": ""Roe v. Wade: What to know about the Supreme Court draft decision"", ""summary"": ""Yahoo Finance's Alexis Keenan examines how Supreme Court justices could plan to repeal abortion rights, which companies are supporting their employees and enabling abortion access, and the responses from politicians seeking to codify Roe v. Wade."", ""source"": ""Yahoo""}, {""date"": ""20220503231048"", ""headline"": ""From Amazon to Yelp: The companies taking a stand on reproductive rights"", ""summary"": ""As the country awaits the Supreme Court's decision about whether to overturn Roe v. Wade, prominent companies have already taken political and financial stands against the erosion of reproductive rights."", ""source"": ""Yahoo""}]","[{""date"": ""2022-05-03 09:00:00"", ""headline"": ""Salesforce Ranked #1 CRM Provider for Ninth Consecutive Year"", ""description"": ""--Salesforce, the global leader in CRM, today announced that it has been ranked the #1 CRM provider by the International Data Corporation in its latest Worldwide Semiannual Software Tracker. This is the ninth consecutive #1 CRM ranking for Salesforce. In addition to being the #1 CRM provider worldwide, Salesforce is also the #1 market share leader for CRM in...""}]"
2022-05-04,184.44976806640625,0.03991921594456205,U4,"[{""date"": ""20220504184500"", ""headline"": ""Salesforce Inc. stock outperforms competitors on strong trading day"", ""summary"": ""Shares of Salesforce Inc. advanced 3.99% to $185.48 Wednesday, on what proved to be an all-around positive trading session for the stock market, with the S&P..."", ""source"": ""MarketWatch""}, {""date"": ""20220504195723"", ""headline"": ""Why Upstart Is Rising Today"", ""summary"": ""Shares of the artificial-intelligence (AI)-centric lender Upstart Holdings (NASDAQ: UPST) traded nearly 5% higher as of 1:43 p.m. ET today after the company announced a new partnership with Salesforce.com.  Also, people on social media are noticing a new piece of information on the website that suggests the company automated a higher percentage of loans in the first quarter of the year.  Upstart announced a new partnership with Salesforce this morning called Upstart AI Lending for Salesforce, which enables bank and credit union employees to launch a loan application for borrowers through any mode of communication, whether it's when borrowers are on the phone with customer service or through a QR code."", ""source"": ""Yahoo""}, {""date"": ""20220505055100"", ""headline"": ""Stocks Snap Win Streak; Dow, Nasdaq Log Worst Day Since 2020"", ""summary"": """", ""source"": ""TalkMarkets""}]","[{""date"": ""2022-05-04 08:00:00"", ""headline"": ""UiPath Announces New MuleSoft Certified Connector"", ""description"": ""UiPath today announced it has joined the MuleSoft Technology Partner Program with the release of a MuleSoft Certified Connector for the UiPath Platform. The UiPath connector allows companies to simplify integration to the UiPath Platform and enables them to build seamless automations while harmonizing different integration approaches that address...""}]"
